ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor(s),Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,CombinedWith,Description
16021,CS,4710,2,Lecture,3,Ferdinando Fioretto,MoWe 3:30pm - 4:45pm,Olsson Hall 009,Artificial Intelligence,,Open,0,75,0,,"Introduces artificial intelligence. Covers fundamental concepts and techniques and surveys selected application areas. Core material includes state space search, logic, and resolution theorem proving. Application areas may include expert systems, natural language understanding, planning, machine learning, or machine perception. Provides exposure to AI implementation methods, emphasizing programming in Common LISP. Prerequisite: CS 2150 or CS 3100 with a grade of C- or better"
19603,CS,4720,1,Lecture,3,To Be Announced,MoWeFr 1:00pm - 1:50pm,Rice Hall 130,Mobile Application Development,,Open,0,80,0,,"Mobile computing devices have become ubiquitous in our communities. In this course, we focus on the creation of mobile solutions for various modern platforms, including major mobile operating systems. Topics include mobile device architecture, programming languages, software engineering, user interface design, and app distribution. Prerequisite: CS 2150 or CS 3140 with a grade of C- or better"
16171,CS,4740,1,Lecture,3,Chang Lou,MoWeFr 12:00pm - 12:50pm,Physics Bldg 242,Cloud Computing,,Open,0,80,0,,"Investigates the architectural foundations of the various cloud platforms, as well as examining both current cloud computing platforms and modern cloud research. Student assignments utilize the major cloud platforms. Prerequisite: CS 2150 or CS 3140 with a grade of C- or better"
15154,CS,4750,1,Lecture,3,Upsorn Praphamontripong,MoWeFr 1:00pm - 1:50pm,Olsson Hall 120,Database Systems,,Open,0,140,0,,"Introduces the fundamental concepts for design and development of database systems. Emphasizes relational data model and conceptual schema design using ER model, practical issues in commercial database systems, database design using functional dependencies, and other data models. Develops a working relational database for a realistic application. Prerequisite: CS 2150 or (CS 2120 and 3140) with a grade of C- or better"
15429,CS,4774,1,Lecture,3,Yanjun Qi,TuTh 3:30pm - 4:45pm,Olsson Hall 011,Machine Learning,,Open,0,76,0,,"An introduction to machine learning: the study of algorithms that improve their performance through experience. Covers both machine learning theory and algorithms. Introduces algorithms, theory, and applications related to both supervised and unsupervised learning, including regression, classification, and optimization and major algorithm families for each.Prerequisites: CS 2150 or CS 3100 with a grade of C- or better; APMA 3100, APMA 3110, MATH 3100, or equivalent and Math 3350 or APMA 3080 or equivalent"
19604,CS,4774,2,Lecture,3,Hadi Daneshmand,TuTh 11:00am - 12:15pm,Thornton Hall E316,Machine Learning,,Open,0,76,0,,"An introduction to machine learning: the study of algorithms that improve their performance through experience. Covers both machine learning theory and algorithms. Introduces algorithms, theory, and applications related to both supervised and unsupervised learning, including regression, classification, and optimization and major algorithm families for each.Prerequisites: CS 2150 or CS 3100 with a grade of C- or better; APMA 3100, APMA 3110, MATH 3100, or equivalent and Math 3350 or APMA 3080 or equivalent"
20301,CS,4971,1,PRA,3,Mark Sherriff,MoWe 2:00pm - 3:15pm,Mechanical Engr Bldg 205,Capstone Practicum II,,Open,0,140,0,,"This course is one option in the CS fourth-year thesis track and is the continuation from CS 4970. Under the practicum track, students will take two 3-credit courses, CS 4970 and CS 4971. These courses would form a year-long group-based and project-based practicum class. There would be an actual customer, which could be either internal (the course instructor, other CS professors, etc.) or external (local companies, local non-profits, etc.).Prerequisite: CS 4970"
16013,CS,4980,1,IND,1 - 3,Panagiotis Apostolellis,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
16004,CS,4980,2,IND,1 - 3,Kevin Sullivan,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15499,CS,4980,3,IND,1 - 3,Seongkook Heo,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15519,CS,4980,4,IND,1 - 3,Daniel Graham,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15526,CS,4980,5,IND,1 - 3,Jack Davidson,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15431,CS,4980,6,IND,1 - 3,Aidong Zhang,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15997,CS,4980,7,IND,1 - 3,Briana Morrison,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15819,CS,4980,8,IND,1 - 3,Yixin Sun,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15542,CS,4980,9,IND,1 - 3,Rich Nguyen,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15036,CS,4980,10,IND,1 - 3,David Evans,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15565,CS,4980,11,IND,1 - 3,Madhav Marathe,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15398,CS,4980,12,IND,1 - 3,Farzad Hassanzadeh,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15700,CS,4980,13,IND,1 - 3,Tariq Iqbal,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15749,CS,4980,14,IND,1 - 3,Felix Lin,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15393,CS,4980,15,IND,1 - 3,Yangfeng Ji,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15578,CS,4980,16,IND,1 - 3,Aaron Bloomfield,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15757,CS,4980,17,IND,1 - 3,Raymond Pettit,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15634,CS,4980,18,IND,1 - 3,Sebastian Elbaum,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15318,CS,4980,19,IND,1 - 3,Madhur Behl,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15037,CS,4980,20,IND,1 - 3,Mark Sherriff,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15066,CS,4980,21,IND,1 - 3,Mark Floryan,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15067,CS,4980,22,IND,1 - 3,Yanjun Qi,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15637,CS,4980,23,IND,1 - 3,Robbie Hott,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15356,CS,4980,24,IND,1 - 3,Homa Alemzadeh,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15165,CS,4980,25,IND,1 - 3,Nada Basit,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15683,CS,4980,26,IND,1 - 3,Ashish Venkat,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15881,CS,4980,27,IND,1 - 3,Geoffrey Fox,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
16355,CS,4980,28,IND,1 - 3,Anil Vullikanti,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
16461,CS,4980,29,IND,1 - 3,Rohan Chandra,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
16144,CS,4980,30,IND,1 - 3,Jundong Li,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15218,CS,4980,31,IND,1 - 3,Haiying Shen,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
16322,CS,4980,32,IND,1 - 3,Yen-Ling Kuo,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15219,CS,4980,33,IND,1 - 3,Charles Reiss,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15701,CS,4980,34,IND,1 - 3,Afsaneh Doryab,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
16307,CS,4980,35,IND,1 - 3,Kevin Skadron,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15266,CS,4980,36,IND,1 - 3,Lu Feng,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
15867,CS,4980,37,IND,1 - 3,Tianhao Wang,TBA,TBA,Capstone Research,,Open,0,30,0,,"This course is one option in the CS fourth-year thesis track. Students will seek out a faculty member as an advisor, and do an independent project with said advisor. Instructors can give the 3 credits across multiple semesters, if desired. This course is designed for students who are doing research, and want to use that research for their senior thesis. Note that this track could also be an implementation project, including a group-based project. Prerequisite: CS 3140 with a grade of C- or higher, and BSCS major."
20278,CS,4991,1,SEM,0,Rosanne Vrugtman,TBA,TBA,Capstone Technical Report,,Open,0,60,0,,"Supports the writing of the technical report component of the fourth-year thesis, credit for which is given in STS 4600. Students will write the report assuming a non-technical audience. The course is part of the CS 4XXX elective option in the fourth-year CS thesis track. BS CS 4th years (both first & second majors) and pre- or co-requisite STS 4500"
15443,CS,4993,1,IND,1 - 3,Aaron Bloomfield,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
14766,CS,4993,2,IND,1 - 3,Mark Sherriff,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
14967,CS,4993,3,IND,1 - 3,Tom Horton,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15432,CS,4993,4,IND,1 - 3,Aidong Zhang,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15444,CS,4993,5,IND,1 - 3,Anil Vullikanti,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15445,CS,4993,6,IND,1 - 3,Madhav Marathe,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16454,CS,4993,7,IND,1 - 3,Chang Lou,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15895,CS,4993,8,IND,1 - 3,Raymond Pettit,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
14961,CS,4993,9,IND,1 - 3,David Evans,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15490,CS,4993,10,IND,1 - 3,Robbie Hott,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15491,CS,4993,11,IND,1 - 3,Panagiotis Apostolellis,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15905,CS,4993,12,IND,1 - 3,Rich Nguyen,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16455,CS,4993,13,IND,1 - 3,Rohan Chandra,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15492,CS,4993,14,IND,1 - 3,Seongkook Heo,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15493,CS,4993,15,IND,1 - 3,Ashish Venkat,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15520,CS,4993,16,IND,1 - 3,Daniel Graham,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15527,CS,4993,17,IND,1 - 3,Jack Davidson,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15061,CS,4993,18,IND,1 - 3,Yanjun Qi,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15530,CS,4993,19,IND,1 - 3,Homa Alemzadeh,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15544,CS,4993,20,IND,1 - 3,Madhur Behl,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15545,CS,4993,21,IND,1 - 3,Brad Campbell,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15089,CS,4993,22,IND,1 - 3,Mark Floryan,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15893,CS,4993,23,IND,1 - 3,Briana Morrison,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15133,CS,4993,24,IND,1 - 3,Nada Basit,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16064,CS,4993,25,IND,1 - 3,Wei-Kai Lin,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16464,CS,4993,26,IND,1 - 3,Scott Acton,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
16477,CS,4993,27,IND,1 - 3,"Kenneth Bilchick, Miaomiao Zhang",TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15705,CS,4993,28,IND,1 - 3,Tariq Iqbal,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
15706,CS,4993,29,IND,1 - 3,Afsaneh Doryab,TBA,TBA,Independent Study,,Open,0,30,0,,"In-depth study of a computer science or computer engineering problem by an individual student in close consultation with departmental faculty. The study is often either a thorough analysis of an abstract computer science problem or the design, implementation, and analysis of a computer system (software or hardware). Prerequisite: Instructor permission."
